Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/515/GCA_020141515.1_ASM2014151v1/GCA_020141515.1_ASM2014151v1_genomic.fna.gz	diptera	waste_colum
Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/885/GCA_003401885.1_ASM340188v1/GCA_003401885.1_ASM340188v1_genomic.fna.gz	diptera	waste_colum
Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/625/GCA_020141625.1_ASM2014162v1/GCA_020141625.1_ASM2014162v1_genomic.fna.gz	diptera	waste_colum
Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/141/735/GCA_020141735.1_ASM2014173v1/GCA_020141735.1_ASM2014173v1_genomic.fna.gz	diptera	waste_colum
Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/795/GCA_003401795.1_ASM340179v1/GCA_003401795.1_ASM340179v1_genomic.fna.gz	diptera	waste_colum
Drosophila melanogaster	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/401/735/GCA_003401735.1_ASM340173v1/GCA_003401735.1_ASM340173v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/565/GCA_000820565.1_M252/GCA_000820565.1_M252_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/718/705/GCA_927718705.1_dssj9_genome_assembly/GCA_927718705.1_dssj9_genome_assembly_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/975/GCA_000180975.1_ASM18097v1/GCA_000180975.1_ASM18097v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/717/595/GCA_927717595.1_dsgoth31_genome_assembly/GCA_927717595.1_dsgoth31_genome_assembly_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/927/718/675/GCA_927718675.1_dssj27_genome_assembly/GCA_927718675.1_dssj27_genome_assembly_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/875/GCA_000180875.1_ASM18087v1/GCA_000180875.1_ASM18087v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/935/GCA_000180935.1_ASM18093v1/GCA_000180935.1_ASM18093v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/904/415/GCA_018904415.1_ASM1890441v1/GCA_018904415.1_ASM1890441v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/955/GCA_000180955.1_ASM18095v1/GCA_000180955.1_ASM18095v1_genomic.fna.gz	diptera	waste_colum
Drosophila simulans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1/GCF_016746395.2_Prin_Dsim_3.1_cds_from_genomic.fna.gz	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/855/GCA_000180855.1_ASM18085v1/GCA_000180855.1_ASM18085v1_genomic.fna.gz	diptera	waste_colum
